"Authority_ItemName_ENG","Authority_Code","Row_ItemName_ENG","Row_Code","expenditure","initial_year","final_year","category","Dataitem_Code","Dataitem_ItemName_ENG","Dataset","denominator","initial_value","final_value","success_rate","max_value","min_value"
"Conwy","516","Schools expenditure (including delegated and non-delegated funding)",1,85539.23087985,"200203","202122","Social Care - Child",25,"Number of eligible, relevant and former relevant children that have a pathway plan at 31 March as required","care0027",9,59,130,0.888888888888889,2285,5
"Conwy","516","Schools expenditure (including delegated and non-delegated funding)",1,85539.23087985,"200203","202122","Social Care - Child",26,"Number of eligible, relevant and former relevant children who should have a pathway plan at 31 March","care0027",9,66,133,0.888888888888889,2491,6
"Conwy","516","Schools expenditure (including delegated and non-delegated funding)",1,85539.23087985,"200203","202122","Social Care - Child",27,"Number of eligible, relevant and former relevant children that have been allocated a personal advisor at 31 March","care0027",8,0,117,1,2254,0
"Conwy","516","Schools expenditure (including delegated and non-delegated funding)",1,85539.23087985,"200203","202122","Social Care - Child",28,"Number of eligible, relevant and former relevant children who should have been allocated a personal advisor at 31 March","care0027",6,75,120,1,2556,6
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",1,"The total number of referrals received during the year","care0020",9,3624,519,0.222222222222222,49561,412
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",2,"Number of referrals during the year that were re-referrals","care0020",9,1562,54,0.222222222222222,15376,24
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",4,"The number of referrals during the year on which a decision was made within 1 working day","care0020",8,3034,668,0.25,46235,218
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",6,"The number of referrals that were allocated to a social worker for initial assessment during the year","care0020",8,675,537,0.625,26633,233
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",7,"The number of referrals that were allocated to someone other than a social worker for initial assessment during the year","care0020",8,136,18,0.25,6319,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",8,"The number of initial assessments that were completed during the year","care0020",7,191,351,0.714285714285714,27767,191
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",9,"The number of initial assessments that were completed during the year where the child has been seen by the Social Worker","care0020",5,191,480,0.8,21907,75
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",10,"The number of initial assessments that were completed during the year where the child has been seen alone by the Social Worker","care0020",6,61,161,0.666666666666667,13053,16
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",11,"The number of initial assessments that were completed during the year where the child has been seen by someone other than a Social Worker","care0020",5,0,15,0.4,7856,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",12,"The number of initial assessments that were completed during the year where the child has been seen alone by someone other than a  Social Worker","care0020",5,0,5,0.2,1974,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",25,"The number of young carers known to Social Services during the year","care0020",9,48,22,0.222222222222222,1070,2
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",26,"The number of young carers known to Social Services who were assessed during the year","care0020",9,35,22,0.333333333333333,980,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",27,"The number of young carers known to Social Services who were provided with a service during the year","care0020",9,48,22,0.222222222222222,971,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",33,"The number of health assessments for looked after children due in the year that have been undertaken","care0020",9,159,189,0.555555555555556,5638,45
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",34,"The number of health assessments for looked after children due to be undertaken in the year","care0020",9,174,219,0.555555555555556,6958,89
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",23,"The total number of working days taken to complete all required core assessments where the number of working days was more than 35","care0020",7,2110,2476,0.428571428571429,236517,172
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",24,"The total number of required core assessments that took longer than 35 working days to complete","care0020",7,49,47,0.428571428571429,3079,3
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",28,"The number of referrals that did not proceed to allocation for initial assessment during the year","care0020",7,1926,168,0.285714285714286,22411,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",32,"Required initial assessments that have not yet been completed from previous periods","care0020",5,0,0,0,96,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",35,"The number of initial assessments completed within 7 working days","care0020",5,179,422,0.6,20640,179
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",36,"The total number of working days taken to complete all initial assessments where the number of working days taken was 8 or more","care0020",5,8406,2034,0.6,212479,166
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",37,"The total number of initial assessments that took 8 days or more to complete","care0020",5,266,131,0.6,8467,14
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",38,"The number of required core assessments completed within 35 working days during the year","care0020",5,237,136,0.4,11177,11
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",39,"The number of core assessments that were completed during the year","care0020",5,303,183,0.6,13857,52
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",21,"Young people aged 19 who were looked after when aged 16","care0027",9,6,25,0.555555555555556,497,2
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",22,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at age 19","care0027",9,5,24,0.666666666666667,463,1
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",23,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at age 19 and are known to be in suitable, non emergency accommodation","care0027",9,4,21,0.666666666666667,433,1
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",24,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at the age of 19 and known to be engaged in education, training or employment","care0027",9,2,13,0.555555555555556,281,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",25,"Number of eligible, relevant and former relevant children that have a pathway plan at 31 March as required","care0027",9,59,130,0.888888888888889,2285,5
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",26,"Number of eligible, relevant and former relevant children who should have a pathway plan at 31 March","care0027",9,66,133,0.888888888888889,2491,6
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",27,"Number of eligible, relevant and former relevant children that have been allocated a personal advisor at 31 March","care0027",8,0,117,1,2254,0
"Conwy","516","Total service expenditure",60,232713.10006565,"200203","202122","Social Care - Child",28,"Number of eligible, relevant and former relevant children who should have been allocated a personal advisor at 31 March","care0027",6,75,120,1,2556,6
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",1,"The total number of referrals received during the year","care0020",9,3318,625,0.111111111111111,49561,412
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",2,"Number of referrals during the year that were re-referrals","care0020",9,919,79,0.222222222222222,15376,24
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",4,"The number of referrals during the year on which a decision was made within 1 working day","care0020",8,2737,670,0.25,46235,218
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",6,"The number of referrals that were allocated to a social worker for initial assessment during the year","care0020",8,1995,608,0.375,26633,233
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",7,"The number of referrals that were allocated to someone other than a social worker for initial assessment during the year","care0020",8,2,1,0.375,6319,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",8,"The number of initial assessments that were completed during the year","care0020",9,677,495,0.222222222222222,27767,191
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",23,"The total number of working days taken to complete all required core assessments where the number of working days was more than 35","care0020",8,1400,172,0.375,236517,172
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",24,"The total number of required core assessments that took longer than 35 working days to complete","care0020",8,23,3,0.25,3079,3
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",25,"The number of young carers known to Social Services during the year","care0020",7,16,25,0.428571428571429,1070,2
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",26,"The number of young carers known to Social Services who were assessed during the year","care0020",7,16,21,0.285714285714286,980,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",27,"The number of young carers known to Social Services who were provided with a service during the year","care0020",7,4,25,0.571428571428571,971,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",33,"The number of health assessments for looked after children due in the year that have been undertaken","care0020",9,154,180,0.555555555555556,5638,45
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",34,"The number of health assessments for looked after children due to be undertaken in the year","care0020",9,175,226,0.555555555555556,6958,89
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",9,"The number of initial assessments that were completed during the year where the child has been seen by the Social Worker","care0020",7,444,501,0.428571428571429,21907,75
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",10,"The number of initial assessments that were completed during the year where the child has been seen alone by the Social Worker","care0020",8,257,274,0.375,13053,16
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",11,"The number of initial assessments that were completed during the year where the child has been seen by someone other than a Social Worker","care0020",7,3,2,0.428571428571429,7856,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",12,"The number of initial assessments that were completed during the year where the child has been seen alone by someone other than a  Social Worker","care0020",7,2,0,0.428571428571429,1974,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",28,"The number of referrals that did not proceed to allocation for initial assessment during the year","care0020",7,1052,61,0.285714285714286,22411,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",29,"Required core assessments that have not yet been completed during the year","care0020",7,1,10,0.571428571428571,959,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",31,"Required initial assessments that have not yet been completed during the year","care0020",7,7,17,0.571428571428571,974,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",32,"Required initial assessments that have not yet been completed from previous periods","care0020",7,0,2,0.428571428571429,96,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",35,"The number of initial assessments completed within 7 working days","care0020",5,825,500,0,20640,179
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",36,"The total number of working days taken to complete all initial assessments where the number of working days taken was 8 or more","care0020",5,8646,456,0,212479,166
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",37,"The total number of initial assessments that took 8 days or more to complete","care0020",5,304,34,0,8467,14
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",38,"The number of required core assessments completed within 35 working days during the year","care0020",5,54,167,0.6,11177,11
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",39,"The number of core assessments that were completed during the year","care0020",5,170,170,0.6,13857,52
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",21,"Young people aged 19 who were looked after when aged 16","care0027",9,18,10,0.555555555555556,497,2
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",22,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at age 19","care0027",9,17,10,0.555555555555556,463,1
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",23,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at age 19 and are known to be in suitable, non emergency accommodation","care0027",9,13,10,0.555555555555556,433,1
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",24,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at the age of 19 and known to be engaged in education, training or employment","care0027",9,9,8,0.444444444444444,281,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",25,"Number of eligible, relevant and former relevant children that have a pathway plan at 31 March as required","care0027",9,8,11,0.333333333333333,2285,5
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",26,"Number of eligible, relevant and former relevant children who should have a pathway plan at 31 March","care0027",9,8,12,0.444444444444444,2491,6
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",27,"Number of eligible, relevant and former relevant children that have been allocated a personal advisor at 31 March","care0027",8,6,5,0.25,2254,0
"Denbighshire","518","Net current expenditure",72,210901.2868,"200203","202122","Social Care - Child",28,"Number of eligible, relevant and former relevant children who should have been allocated a personal advisor at 31 March","care0027",6,12,6,0.333333333333333,2556,6
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",1,"The total number of referrals received during the year","care0020",9,3318,625,0.111111111111111,49561,412
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",2,"Number of referrals during the year that were re-referrals","care0020",9,919,79,0.222222222222222,15376,24
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",4,"The number of referrals during the year on which a decision was made within 1 working day","care0020",8,2737,670,0.25,46235,218
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",6,"The number of referrals that were allocated to a social worker for initial assessment during the year","care0020",8,1995,608,0.375,26633,233
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",7,"The number of referrals that were allocated to someone other than a social worker for initial assessment during the year","care0020",8,2,1,0.375,6319,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",8,"The number of initial assessments that were completed during the year","care0020",9,677,495,0.222222222222222,27767,191
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",23,"The total number of working days taken to complete all required core assessments where the number of working days was more than 35","care0020",8,1400,172,0.375,236517,172
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",24,"The total number of required core assessments that took longer than 35 working days to complete","care0020",8,23,3,0.25,3079,3
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",25,"The number of young carers known to Social Services during the year","care0020",7,16,25,0.428571428571429,1070,2
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",26,"The number of young carers known to Social Services who were assessed during the year","care0020",7,16,21,0.285714285714286,980,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",27,"The number of young carers known to Social Services who were provided with a service during the year","care0020",7,4,25,0.571428571428571,971,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",33,"The number of health assessments for looked after children due in the year that have been undertaken","care0020",9,154,180,0.555555555555556,5638,45
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",34,"The number of health assessments for looked after children due to be undertaken in the year","care0020",9,175,226,0.555555555555556,6958,89
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",9,"The number of initial assessments that were completed during the year where the child has been seen by the Social Worker","care0020",7,444,501,0.428571428571429,21907,75
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",10,"The number of initial assessments that were completed during the year where the child has been seen alone by the Social Worker","care0020",8,257,274,0.375,13053,16
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",11,"The number of initial assessments that were completed during the year where the child has been seen by someone other than a Social Worker","care0020",7,3,2,0.428571428571429,7856,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",12,"The number of initial assessments that were completed during the year where the child has been seen alone by someone other than a  Social Worker","care0020",7,2,0,0.428571428571429,1974,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",28,"The number of referrals that did not proceed to allocation for initial assessment during the year","care0020",7,1052,61,0.285714285714286,22411,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",29,"Required core assessments that have not yet been completed during the year","care0020",7,1,10,0.571428571428571,959,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",31,"Required initial assessments that have not yet been completed during the year","care0020",7,7,17,0.571428571428571,974,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",32,"Required initial assessments that have not yet been completed from previous periods","care0020",7,0,2,0.428571428571429,96,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",35,"The number of initial assessments completed within 7 working days","care0020",5,825,500,0,20640,179
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",36,"The total number of working days taken to complete all initial assessments where the number of working days taken was 8 or more","care0020",5,8646,456,0,212479,166
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",37,"The total number of initial assessments that took 8 days or more to complete","care0020",5,304,34,0,8467,14
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",38,"The number of required core assessments completed within 35 working days during the year","care0020",5,54,167,0.6,11177,11
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",39,"The number of core assessments that were completed during the year","care0020",5,170,170,0.6,13857,52
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",21,"Young people aged 19 who were looked after when aged 16","care0027",9,18,10,0.555555555555556,497,2
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",22,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at age 19","care0027",9,17,10,0.555555555555556,463,1
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",23,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at age 19 and are known to be in suitable, non emergency accommodation","care0027",9,13,10,0.555555555555556,433,1
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",24,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at the age of 19 and known to be engaged in education, training or employment","care0027",9,9,8,0.444444444444444,281,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",25,"Number of eligible, relevant and former relevant children that have a pathway plan at 31 March as required","care0027",9,8,11,0.333333333333333,2285,5
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",26,"Number of eligible, relevant and former relevant children who should have a pathway plan at 31 March","care0027",9,8,12,0.444444444444444,2491,6
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",27,"Number of eligible, relevant and former relevant children that have been allocated a personal advisor at 31 March","care0027",8,6,5,0.25,2254,0
"Denbighshire","518","Non-school expenditure",2,2646.200409,"200203","202122","Social Care - Child",28,"Number of eligible, relevant and former relevant children who should have been allocated a personal advisor at 31 March","care0027",6,12,6,0.333333333333333,2556,6
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",1,"The total number of referrals received during the year","care0020",9,3318,625,0.111111111111111,49561,412
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",2,"Number of referrals during the year that were re-referrals","care0020",9,919,79,0.222222222222222,15376,24
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",4,"The number of referrals during the year on which a decision was made within 1 working day","care0020",8,2737,670,0.25,46235,218
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",6,"The number of referrals that were allocated to a social worker for initial assessment during the year","care0020",8,1995,608,0.375,26633,233
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",7,"The number of referrals that were allocated to someone other than a social worker for initial assessment during the year","care0020",8,2,1,0.375,6319,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",8,"The number of initial assessments that were completed during the year","care0020",9,677,495,0.222222222222222,27767,191
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",23,"The total number of working days taken to complete all required core assessments where the number of working days was more than 35","care0020",8,1400,172,0.375,236517,172
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",24,"The total number of required core assessments that took longer than 35 working days to complete","care0020",8,23,3,0.25,3079,3
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",25,"The number of young carers known to Social Services during the year","care0020",7,16,25,0.428571428571429,1070,2
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",26,"The number of young carers known to Social Services who were assessed during the year","care0020",7,16,21,0.285714285714286,980,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",27,"The number of young carers known to Social Services who were provided with a service during the year","care0020",7,4,25,0.571428571428571,971,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",33,"The number of health assessments for looked after children due in the year that have been undertaken","care0020",9,154,180,0.555555555555556,5638,45
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",34,"The number of health assessments for looked after children due to be undertaken in the year","care0020",9,175,226,0.555555555555556,6958,89
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",9,"The number of initial assessments that were completed during the year where the child has been seen by the Social Worker","care0020",7,444,501,0.428571428571429,21907,75
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",10,"The number of initial assessments that were completed during the year where the child has been seen alone by the Social Worker","care0020",8,257,274,0.375,13053,16
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",11,"The number of initial assessments that were completed during the year where the child has been seen by someone other than a Social Worker","care0020",7,3,2,0.428571428571429,7856,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",12,"The number of initial assessments that were completed during the year where the child has been seen alone by someone other than a  Social Worker","care0020",7,2,0,0.428571428571429,1974,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",28,"The number of referrals that did not proceed to allocation for initial assessment during the year","care0020",7,1052,61,0.285714285714286,22411,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",29,"Required core assessments that have not yet been completed during the year","care0020",7,1,10,0.571428571428571,959,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",31,"Required initial assessments that have not yet been completed during the year","care0020",7,7,17,0.571428571428571,974,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",32,"Required initial assessments that have not yet been completed from previous periods","care0020",7,0,2,0.428571428571429,96,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",35,"The number of initial assessments completed within 7 working days","care0020",5,825,500,0,20640,179
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",36,"The total number of working days taken to complete all initial assessments where the number of working days taken was 8 or more","care0020",5,8646,456,0,212479,166
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",37,"The total number of initial assessments that took 8 days or more to complete","care0020",5,304,34,0,8467,14
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",38,"The number of required core assessments completed within 35 working days during the year","care0020",5,54,167,0.6,11177,11
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",39,"The number of core assessments that were completed during the year","care0020",5,170,170,0.6,13857,52
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",21,"Young people aged 19 who were looked after when aged 16","care0027",9,18,10,0.555555555555556,497,2
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",22,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at age 19","care0027",9,17,10,0.555555555555556,463,1
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",23,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at age 19 and are known to be in suitable, non emergency accommodation","care0027",9,13,10,0.555555555555556,433,1
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",24,"Young people aged 19 who were looked after when aged 16, with whom the authority is in contact at the age of 19 and known to be engaged in education, training or employment","care0027",9,9,8,0.444444444444444,281,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",25,"Number of eligible, relevant and former relevant children that have a pathway plan at 31 March as required","care0027",9,8,11,0.333333333333333,2285,5
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",26,"Number of eligible, relevant and former relevant children who should have a pathway plan at 31 March","care0027",9,8,12,0.444444444444444,2491,6
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",27,"Number of eligible, relevant and former relevant children that have been allocated a personal advisor at 31 March","care0027",8,6,5,0.25,2254,0
"Denbighshire","518","Personal social services - children and families",6,12698.073496,"200203","202122","Social Care - Child",28,"Number of eligible, relevant and former relevant children who should have been allocated a personal advisor at 31 March","care0027",6,12,6,0.333333333333333,2556,6
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",1,"The total number of referrals received during the year","care0020",9,3318,625,0.111111111111111,49561,412
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",2,"Number of referrals during the year that were re-referrals","care0020",9,919,79,0.222222222222222,15376,24
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",4,"The number of referrals during the year on which a decision was made within 1 working day","care0020",8,2737,670,0.25,46235,218
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",6,"The number of referrals that were allocated to a social worker for initial assessment during the year","care0020",8,1995,608,0.375,26633,233
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",7,"The number of referrals that were allocated to someone other than a social worker for initial assessment during the year","care0020",8,2,1,0.375,6319,0
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",8,"The number of initial assessments that were completed during the year","care0020",9,677,495,0.222222222222222,27767,191
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",23,"The total number of working days taken to complete all required core assessments where the number of working days was more than 35","care0020",8,1400,172,0.375,236517,172
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",24,"The total number of required core assessments that took longer than 35 working days to complete","care0020",8,23,3,0.25,3079,3
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",25,"The number of young carers known to Social Services during the year","care0020",7,16,25,0.428571428571429,1070,2
"Denbighshire","518","Schools expenditure (including delegated and non-delegated funding)",1,81277.2238255,"200203","202122","Social Care - Child",26,"The number of young carers known to Social Services who were assessed during the year","care0020",7,16,21,0.285714285714286,980,0
